group	subset	learningiter	acc	expid
tv	57	10500	0.5725	547
tv	57	10750	0.585	547
tv	57	11000	0.5875	547
tv	57	11250	0.580833	547
tv	57	11500	0.58	547
tv	57	11750	0.585833	547
tv	57	12000	0.575833	547
tv	57	12250	0.581667	547
tv	57	12500	0.5825	547
tv	57	12750	0.576667	547
tv	57	13000	0.5875	547
tv	57	13250	0.576667	547
tv	57	13500	0.584167	547
tv	57	13750	0.578333	547
tv	57	14000	0.591667	547
tv	57	14250	0.584167	547
tv	57	14500	0.59	547
tv	57	14750	0.580833	547
tv	57	15000	0.5825	547
tv	57	15250	0.589167	547
tv	57	15500	0.593333	547
tv	57	15750	0.585	547
tv	57	16000	0.5875	547
tv	57	16250	0.585	547
tv	57	16500	0.585833	547
tv	57	16750	0.5825	547
tv	57	17000	0.580833	547
tv	57	17250	0.588333	547
tv	57	17500	0.585	547
tv	57	17750	0.599167	547
tv	57	18000	0.5925	547
tv	57	18250	0.588333	547
tv	57	18500	0.5875	547
tv	57	18750	0.5825	547
tv	57	19000	0.590833	547
tv	57	19250	0.594167	547
tv	57	19500	0.598333	547
tv	57	19750	0.591667	547
tv	57	20000	0.581667	547
tv	57	20250	0.5975	547
tv	57	20500	0.578333	547
tv	57	20750	0.5875	547
tv	57	21000	0.588333	547
tv	57	21250	0.591667	547
tv	57	21500	0.6	547
tv	57	21750	0.583333	547
tv	57	22000	0.585833	547
tv	57	22250	0.603333	547
tv	57	22500	0.589167	547
tv	57	22750	0.595	547
tv	57	23000	0.570833	547
tv	57	23250	0.589167	547
tv	57	23500	0.584167	547
tv	57	23750	0.599167	547
tv	57	24000	0.59	547
tv	57	24250	0.5825	547
tv	57	24500	0.595	547
tv	57	24750	0.586667	547
tv	57	25000	0.5975	547
tv	57	25250	0.589167	547
tv	57	25500	0.590833	547
tv	57	25750	0.59	547
tv	57	26000	0.595	547
tv	57	26250	0.5875	547
tv	57	26500	0.605833	547
tv	57	26750	0.580833	547
tv	57	27000	0.598333	547
tv	57	27250	0.591667	547
tv	57	27500	0.600833	547
tv	57	27750	0.593333	547
tv	57	28000	0.601667	547
tv	57	28250	0.600833	547
tv	57	28500	0.588333	547
tv	57	28750	0.599167	547
tv	57	29000	0.585	547
tv	57	29250	0.5825	547
tv	57	29500	0.586667	547
tv	57	29750	0.584167	547
tv	57	30000	0.590833	547
tv	57	30250	0.5925	547
tv	57	30500	0.585833	547
tv	57	30750	0.5825	547
tv	57	31000	0.5875	547
tv	57	31250	0.589167	547
tv	57	31500	0.589167	547
tv	57	31750	0.594167	547
tv	57	32000	0.593333	547
tv	57	32250	0.620833	547
tv	57	32500	0.585833	547
tv	57	32750	0.584167	547
tv	57	33000	0.595	547
tv	57	33250	0.585	547
tv	57	33500	0.585	547
tv	57	33750	0.5975	547
tv	57	34000	0.598333	547
tv	57	34250	0.590833	547
tv	57	34500	0.59	547
tv	57	34750	0.580833	547
tv	57	35000	0.594167	547
tv	57	35250	0.598333	547
tv	57	35500	0.590833	547
tv	57	35750	0.5975	547
tv	57	36000	0.595833	547
tv	57	36250	0.594167	547
tv	57	36500	0.595	547
tv	57	36750	0.599167	547
tv	57	37000	0.586667	547
tv	57	37250	0.598333	547
tv	57	37500	0.598333	547
tv	57	37750	0.58	547
tv	57	38000	0.613333	547
tv	57	38250	0.593333	547
tv	57	38500	0.59	547
tv	57	38750	0.598333	547
tv	57	39000	0.595833	547
tv	57	39250	0.591667	547
tv	57	39500	0.5975	547
tv	57	39750	0.59	547
tv	57	40000	0.5975	547
tv	57	40250	0.595833	547
tv	57	40500	0.5925	547
tv	57	40750	0.5925	547
tv	57	41000	0.576667	547
tv	57	41250	0.581667	547
tv	57	41500	0.591667	547
tv	57	41750	0.594167	547
tv	57	42000	0.5925	547
tv	57	42250	0.59	547
tv	57	42500	0.586667	547
tv	57	42750	0.580833	547
tv	57	43000	0.590833	547
tv	57	43250	0.580833	547
tv	57	43500	0.585	547
tv	57	43750	0.586667	547
tv	57	44000	0.589167	547
tv	57	44250	0.589167	547
tv	57	44500	0.589167	547
tv	57	44750	0.59	547
tv	57	45000	0.598333	547
tv	57	45250	0.589167	547
tv	57	45500	0.6125	547
tv	57	45750	0.590833	547
tv	57	46000	0.586667	547
tv	57	46250	0.595833	547
tv	57	46500	0.589167	547
tv	57	46750	0.6	547
tv	57	47000	0.588333	547
tv	57	47250	0.601667	547
tv	57	47500	0.580833	547
tv	57	47750	0.609167	547
tv	57	48000	0.6025	547
tv	57	48250	0.589167	547
tv	57	48500	0.5875	547
tv	57	48750	0.591667	547
tv	57	49000	0.6	547
tv	57	49250	0.595	547
tv	57	49500	0.589167	547
tv	57	49750	0.601667	547
tv	57	50000	0.581667	547
tv	57	50250	0.5975	547
tv	57	50500	0.585833	547
tv	57	50750	0.5875	547
tv	57	51000	0.596667	547
tv	57	51250	0.5825	547
tv	57	51500	0.595833	547
tv	57	51750	0.586667	547
tv	57	52000	0.583333	547
tv	57	52250	0.5975	547
tv	57	52500	0.590833	547
tv	57	52750	0.579167	547
tv	57	53000	0.594167	547
tv	57	53250	0.616667	547
tv	57	53500	0.6125	547
tv	57	53750	0.6	547
tv	57	54000	0.600833	547
tv	57	54250	0.591667	547
tv	57	54500	0.5975	547
tv	57	54750	0.599167	547
tv	57	55000	0.59	547
tv	57	55250	0.6	547
tv	57	55500	0.5975	547
tv	57	55750	0.605833	547
tv	57	56000	0.599167	547
tv	57	56250	0.593333	547
tv	57	56500	0.595833	547
tv	57	56750	0.5975	547
tv	57	57000	0.585	547
tv	57	57250	0.595833	547
tv	57	57500	0.601667	547
tv	57	57750	0.603333	547
tv	57	58000	0.594167	547
tv	57	58250	0.601667	547
tv	57	58500	0.585	547
tv	57	58750	0.588333	547
tv	57	59000	0.588333	547
tv	57	59250	0.585833	547
tv	57	59500	0.593333	547
tv	57	59750	0.591667	547
tv	57	60000	0.605833	547
tv	57	60250	0.5925	547
tv	57	60500	0.586667	547
tv	57	60750	0.595	547
tv	57	61000	0.599167	547
tv	57	61250	0.590833	547
tv	57	61500	0.6025	547
tv	57	61750	0.596667	547
tv	57	62000	0.598333	547
tv	57	62250	0.593333	547
tv	57	62500	0.6	547
tv	57	62750	0.594167	547
tv	57	63000	0.589167	547
tv	57	63250	0.623333	547
tv	57	63500	0.6175	547
tv	57	63750	0.618333	547
tv	57	64000	0.615833	547
tv	57	64250	0.611667	547
tv	57	64500	0.6125	547
tv	57	64750	0.6075	547
tv	57	65000	0.609167	547
tv	57	65250	0.601667	547
tv	57	65500	0.599167	547
tv	57	65750	0.605	547
tv	57	66000	0.608333	547
tv	57	66250	0.604167	547
tv	57	66500	0.599167	547
tv	57	66750	0.600833	547
tv	57	67000	0.595833	547
tv	57	67250	0.5975	547
tv	57	67500	0.595833	547
tv	57	67750	0.588333	547
tv	57	68000	0.598333	547
tv	57	68250	0.59	547
tv	57	68500	0.598333	547
tv	57	68750	0.595833	547
tv	57	69000	0.5925	547
tv	57	69250	0.599167	547
tv	57	69500	0.591667	547
tv	57	69750	0.591667	547
tv	57	70000	0.593333	547
tv	57	70250	0.600833	547
tv	57	70500	0.5975	547
tv	57	70750	0.59	547
tv	57	71000	0.585833	547
tv	57	71250	0.595833	547
tv	57	71500	0.594167	547
tv	57	71750	0.6	547
tv	57	72000	0.595833	547
tv	57	72250	0.595833	547
tv	57	72500	0.596667	547
tv	57	72750	0.593333	547
tv	57	73000	0.5925	547
tv	57	73250	0.589167	547
tv	57	73500	0.5975	547
tv	57	73750	0.596667	547
tv	57	74000	0.595	547
tv	57	74250	0.595	547
tv	57	74500	0.611667	547
tv	57	74750	0.595833	547
tv	57	75000	0.615	547
tv	57	0	0.475714	428
tv	57	250	0.512857	428
tv	57	500	0.51	428
tv	57	750	0.52	428
tv	57	1000	0.522857	428
tv	57	1250	0.502857	428
tv	57	1500	0.512857	428
tv	57	1750	0.514286	428
tv	57	2000	0.535714	428
tv	57	2250	0.522857	428
tv	57	2500	0.55	428
tv	57	2750	0.532857	428
tv	57	3000	0.541429	428
tv	57	3250	0.53	428
tv	57	3500	0.538571	428
tv	57	3750	0.534286	428
tv	57	4000	0.54	428
tv	57	4250	0.545714	428
tv	57	4500	0.538571	428
tv	57	4750	0.551428	428
tv	57	5000	0.548571	428
tv	57	5250	0.545714	428
tv	57	5500	0.557143	428
tv	57	5750	0.55	428
tv	57	6000	0.562857	428
tv	57	6250	0.565714	428
tv	57	6500	0.567143	428
tv	57	6750	0.581429	428
tv	57	7000	0.567143	428
tv	57	7250	0.585714	428
tv	57	7500	0.562857	428
tv	57	7750	0.595714	428
tv	57	8000	0.584286	428
tv	57	8250	0.59	428
tv	57	8500	0.59	428
tv	57	8750	0.587143	428
tv	57	9000	0.602857	428
tv	57	9250	0.595714	428
tv	57	9500	0.594286	428
tv	57	9750	0.595714	428
tv	57	10000	0.597143	428
tv	57	10250	0.604286	428
tv	57	10500	0.591429	428
tv	57	10750	0.598571	428
tv	57	11000	0.6	428
tv	57	11250	0.604286	428
tv	57	11500	0.607143	428
tv	57	11750	0.602857	428
tv	57	12000	0.605714	428
tv	57	12250	0.594286	428
tv	57	12500	0.605714	428
tv	57	12750	0.602857	428
tv	57	13000	0.597143	428
tv	57	13250	0.612857	428
tv	57	13500	0.602857	428
tv	57	13750	0.607143	428
tv	57	14000	0.591429	428
tv	57	14250	0.605714	428
tv	57	14500	0.602857	428
tv	57	14750	0.607143	428
tv	57	15000	0.601429	428
tv	57	15250	0.602857	428
tv	57	15500	0.601429	428
tv	57	15750	0.602857	428
tv	57	16000	0.598571	428
tv	57	16250	0.601429	428
tv	57	16500	0.605714	428
tv	57	16750	0.61	428
tv	57	17000	0.604286	428
tv	57	17250	0.597143	428
tv	57	17500	0.608571	428
tv	57	17750	0.595714	428
tv	57	18000	0.607143	428
tv	57	18250	0.6	428
tv	57	18500	0.608571	428
tv	57	18750	0.605714	428
tv	57	19000	0.608571	428
tv	57	19250	0.6	428
tv	57	19500	0.611429	428
tv	57	19750	0.602857	428
tv	57	20000	0.617143	428
tv	57	20250	0.598571	428
tv	57	20500	0.602857	428
tv	57	20750	0.605714	428
tv	57	21000	0.601429	428
tv	57	21250	0.607143	428
tv	57	21500	0.591429	428
tv	57	21750	0.611429	428
tv	57	22000	0.604286	428
tv	57	22250	0.607143	428
tv	57	22500	0.597143	428
tv	57	22750	0.602857	428
tv	57	23000	0.608571	428
tv	57	23250	0.6	428
tv	57	23500	0.605714	428
tv	57	23750	0.608571	428
tv	57	24000	0.622857	428
tv	57	24250	0.617143	428
tv	57	24500	0.605714	428
tv	57	24750	0.594286	428
tv	57	25000	0.604286	428
tv	57	25250	0.611429	428
tv	57	25500	0.607143	428
tv	57	25750	0.605714	428
tv	57	26000	0.612857	428
tv	57	26250	0.601429	428
tv	57	26500	0.61	428
tv	57	26750	0.604286	428
tv	57	27000	0.617143	428
tv	57	27250	0.605714	428
tv	57	27500	0.61	428
tv	57	27750	0.608571	428
tv	57	28000	0.6	428
tv	57	28250	0.627143	428
tv	57	28500	0.611429	428
tv	57	28750	0.617143	428
tv	57	29000	0.597143	428
tv	57	29250	0.608571	428
tv	57	29500	0.611429	428
tv	57	29750	0.604286	428
tv	57	30000	0.604286	428
tv	57	30250	0.614286	428
tv	57	30500	0.605714	428
tv	57	30750	0.614286	428
tv	57	31000	0.607143	428
tv	57	31250	0.602857	428
tv	57	31500	0.61	428
tv	57	31750	0.61	428
tv	57	32000	0.607143	428
tv	57	32250	0.6	428
tv	57	32500	0.604286	428
tv	57	32750	0.611429	428
tv	57	33000	0.607143	428
tv	57	33250	0.598571	428
tv	57	33500	0.612857	428
tv	57	33750	0.605714	428
tv	57	34000	0.602857	428
tv	57	34250	0.607143	428
tv	57	34500	0.6	428
tv	57	34750	0.608571	428
tv	57	35000	0.608571	428
tv	57	35250	0.607143	428
tv	57	35500	0.607143	428
tv	57	35750	0.611429	428
tv	57	36000	0.617143	428
tv	57	36250	0.608571	428
tv	57	36500	0.608571	428
tv	57	36750	0.612857	428
tv	57	37000	0.607143	428
tv	57	37250	0.608571	428
tv	57	37500	0.617143	428
tv	57	37750	0.612857	428
tv	57	38000	0.612857	428
tv	57	38250	0.61	428
tv	57	38500	0.614286	428
tv	57	38750	0.598571	428
tv	57	39000	0.618571	428
tv	57	39250	0.607143	428
tv	57	39500	0.614286	428
tv	57	39750	0.604286	428
tv	57	40000	0.611429	428
tv	57	40250	0.605714	428
tv	57	40500	0.608571	428
tv	57	40750	0.608571	428
tv	57	41000	0.608571	428
tv	57	41250	0.598571	428
tv	57	41500	0.62	428
tv	57	41750	0.615714	428
tv	57	42000	0.615714	428
tv	57	42250	0.611429	428
tv	57	42500	0.612857	428
tv	57	42750	0.612857	428
tv	57	43000	0.597143	428
tv	57	43250	0.62	428
tv	57	43500	0.602857	428
tv	57	43750	0.618571	428
tv	57	44000	0.607143	428
tv	57	44250	0.61	428
tv	57	44500	0.61	428
tv	57	44750	0.612857	428
tv	57	45000	0.605714	428
tv	57	45250	0.615714	428
tv	57	45500	0.617143	428
tv	57	45750	0.618571	428
tv	57	46000	0.611429	428
tv	57	46250	0.601429	428
tv	57	46500	0.61	428
tv	57	46750	0.61	428
tv	57	47000	0.6	428
tv	57	47250	0.607143	428
tv	57	47500	0.614286	428
tv	57	47750	0.61	428
tv	57	48000	0.614286	428
tv	57	48250	0.615714	428
tv	57	48500	0.608571	428
tv	57	48750	0.612857	428
tv	57	49000	0.608571	428
tv	57	49250	0.621429	428
tv	57	49500	0.612857	428
tv	57	49750	0.614286	428
tv	57	50000	0.607143	428
tv	57	50250	0.617143	428
tv	57	50500	0.611429	428
tv	57	50750	0.618571	428
tv	57	51000	0.611429	428
tv	57	51250	0.607143	428
tv	57	51500	0.6	428
tv	57	51750	0.611429	428
tv	57	52000	0.601429	428
tv	57	52250	0.608571	428
tv	57	52500	0.607143	428
tv	57	52750	0.602857	428
tv	57	53000	0.601429	428
tv	57	53250	0.607143	428
tv	57	53500	0.607143	428
tv	57	53750	0.594286	428
tv	57	54000	0.615714	428
tv	57	54250	0.601429	428
tv	57	54500	0.614286	428
tv	57	54750	0.598571	428
tv	57	55000	0.612857	428
tv	57	55250	0.607143	428
tv	57	55500	0.602857	428
tv	57	55750	0.602857	428
tv	57	56000	0.61	428
tv	57	56250	0.608571	428
tv	57	56500	0.612857	428
tv	57	56750	0.608571	428
tv	57	57000	0.611429	428
tv	57	57250	0.61	428
tv	57	57500	0.611429	428
tv	57	57750	0.605714	428
tv	57	58000	0.598571	428
tv	57	58250	0.618571	428
tv	57	58500	0.602857	428
tv	57	58750	0.615714	428
tv	57	59000	0.608571	428
tv	57	59250	0.607143	428
tv	57	59500	0.61	428
tv	57	59750	0.598571	428
tv	57	60000	0.61	428
tv	57	60250	0.607143	428
tv	57	60500	0.615714	428
tv	57	60750	0.61	428
tv	57	61000	0.615714	428
tv	57	61250	0.605714	428
tv	57	61500	0.612857	428
tv	57	61750	0.615714	428
tv	57	62000	0.612857	428
tv	57	62250	0.598571	428
tv	57	62500	0.614286	428
tv	57	62750	0.602857	428
tv	57	63000	0.611429	428
tv	57	63250	0.611429	428
tv	57	63500	0.605714	428
tv	57	63750	0.605714	428
tv	57	64000	0.61	428
tv	57	64250	0.611429	428
tv	57	64500	0.598571	428
tv	57	64750	0.618571	428
tv	57	65000	0.607143	428
tv	57	65250	0.615714	428
tv	57	65500	0.605714	428
tv	57	65750	0.617143	428
tv	57	66000	0.61	428
tv	57	66250	0.604286	428
tv	57	66500	0.602857	428
tv	57	66750	0.605714	428
tv	57	67000	0.617143	428
tv	57	67250	0.612857	428
tv	57	67500	0.605714	428
tv	57	67750	0.604286	428
tv	57	68000	0.604286	428
tv	57	68250	0.611429	428
tv	57	68500	0.605714	428
tv	57	68750	0.597143	428
tv	57	69000	0.612857	428
tv	57	69250	0.605714	428
tv	57	69500	0.614286	428
tv	57	69750	0.612857	428
tv	57	70000	0.611429	428
tv	57	70250	0.612857	428
tv	57	70500	0.607143	428
tv	57	70750	0.608571	428
tv	57	71000	0.6	428
tv	57	71250	0.627143	428
tv	57	71500	0.612857	428
tv	57	71750	0.617143	428
tv	57	72000	0.607143	428
tv	57	72250	0.612857	428
tv	57	72500	0.612857	428
tv	57	72750	0.614286	428
tv	57	73000	0.601429	428
tv	57	73250	0.611429	428
tv	57	73500	0.607143	428
tv	57	73750	0.62	428
tv	57	74000	0.61	428
tv	57	74250	0.614286	428
tv	57	74500	0.61	428
tv	57	74750	0.612857	428
tv	57	75000	0.61	428
tv	57	0	0.495714	197
tv	57	250	0.701429	197
tv	57	500	0.741429	197
tv	57	750	0.722857	197
tv	57	1000	0.725	197
tv	57	1250	0.720714	197
tv	57	1500	0.718572	197
tv	57	1750	0.723571	197
tv	57	2000	0.710714	197
tv	57	2250	0.716429	197
tv	57	2500	0.722143	197
tv	57	2750	0.726429	197
tv	57	3000	0.729286	197
tv	57	3250	0.728571	197
tv	57	3500	0.718571	197
tv	57	3750	0.737143	197
tv	57	4000	0.735	197
tv	57	4250	0.745714	197
tv	57	4500	0.741428	197
tv	57	4750	0.733571	197
tv	57	5000	0.747857	197
tv	57	5250	0.750714	197
tv	57	5500	0.74	197
tv	57	5750	0.736429	197
tv	57	6000	0.732857	197
tv	57	6250	0.748571	197
tv	57	6500	0.758572	197
tv	57	6750	0.758571	197
tv	57	7000	0.745714	197
tv	57	7250	0.734286	197
tv	57	7500	0.75	197
tv	57	7750	0.764286	197
tv	57	8000	0.769286	197
tv	57	8250	0.752143	197
tv	57	8500	0.75	197
tv	57	8750	0.761429	197
tv	57	9000	0.767143	197
tv	57	9250	0.760714	197
tv	57	9500	0.757143	197
tv	57	9750	0.741429	197
tv	57	10000	0.758572	197
