group	subset	learningiter	acc	expid
tv	230	34000	0.822353	277
tv	230	34250	0.823529	277
tv	230	34500	0.817941	277
tv	230	34750	0.817647	277
tv	230	35000	0.829706	277
tv	230	35250	0.827353	277
tv	230	35500	0.820294	277
tv	230	35750	0.827647	277
tv	230	36000	0.833824	277
tv	230	36250	0.827941	277
tv	230	36500	0.831177	277
tv	230	36750	0.832941	277
tv	230	37000	0.832059	277
tv	230	37250	0.82	277
tv	230	37500	0.836176	277
tv	230	37750	0.83147	277
tv	230	38000	0.828824	277
tv	230	38250	0.828529	277
tv	230	38500	0.816765	277
tv	230	38750	0.827941	277
tv	230	39000	0.825588	277
tv	230	39250	0.834706	277
tv	230	39500	0.809706	277
tv	230	39750	0.83	277
tv	230	40000	0.826177	277
tv	230	40250	0.821765	277
tv	230	40500	0.827353	277
tv	230	40750	0.833235	277
tv	230	41000	0.83	277
tv	230	41250	0.815	277
tv	230	41500	0.837353	277
tv	230	41750	0.835882	277
tv	230	42000	0.825294	277
tv	230	42250	0.828235	277
tv	230	42500	0.827647	277
tv	230	42750	0.838529	277
tv	230	43000	0.82353	277
tv	230	43250	0.831765	277
tv	230	43500	0.823235	277
tv	230	43750	0.827647	277
tv	230	44000	0.820294	277
tv	230	44250	0.825882	277
tv	230	44500	0.812941	277
tv	230	44750	0.822353	277
tv	230	45000	0.833529	277
tv	230	45250	0.813824	277
tv	230	45500	0.824412	277
tv	230	45750	0.829706	277
tv	230	46000	0.829706	277
tv	230	46250	0.818235	277
tv	230	46500	0.836176	277
tv	230	46750	0.836765	277
tv	230	47000	0.817941	277
tv	230	47250	0.837353	277
tv	230	47500	0.833824	277
tv	230	47750	0.833529	277
tv	230	48000	0.826765	277
tv	230	48250	0.837059	277
tv	230	48500	0.828824	277
tv	230	48750	0.831471	277
tv	230	49000	0.836765	277
tv	230	49250	0.829706	277
tv	230	49500	0.814706	277
tv	230	49750	0.825588	277
tv	230	50000	0.831177	277
tv	230	50250	0.801765	277
tv	230	50500	0.82	277
tv	230	50750	0.832647	277
tv	230	51000	0.805882	277
tv	230	51250	0.82353	277
tv	230	51500	0.830882	277
tv	230	51750	0.83	277
tv	230	52000	0.815	277
tv	230	52250	0.838824	277
tv	230	52500	0.837941	277
tv	230	52750	0.831176	277
tv	230	53000	0.832353	277
tv	230	53250	0.838529	277
tv	230	53500	0.834118	277
tv	230	53750	0.831176	277
tv	230	54000	0.837941	277
tv	230	54250	0.84	277
tv	230	54500	0.824412	277
tv	230	54750	0.830294	277
tv	230	55000	0.815	277
tv	230	55250	0.827059	277
tv	230	55500	0.830882	277
tv	230	55750	0.827059	277
tv	230	56000	0.823824	277
tv	230	56250	0.822353	277
tv	230	56500	0.820882	277
tv	230	56750	0.828529	277
tv	230	57000	0.813235	277
tv	230	57250	0.836177	277
tv	230	57500	0.829706	277
tv	230	57750	0.824706	277
tv	230	58000	0.830882	277
tv	230	58250	0.836471	277
tv	230	58500	0.834412	277
tv	230	58750	0.831765	277
tv	230	59000	0.835	277
tv	230	59250	0.836471	277
tv	230	59500	0.832353	277
tv	230	59750	0.837059	277
tv	230	60000	0.841177	277
tv	230	60250	0.83353	277
tv	230	60500	0.832941	277
tv	230	60750	0.836765	277
tv	230	61000	0.831471	277
tv	230	61250	0.822059	277
tv	230	61500	0.83	277
tv	230	61750	0.833529	277
tv	230	62000	0.818235	277
tv	230	62250	0.815294	277
tv	230	62500	0.813529	277
tv	230	62750	0.819706	277
tv	230	63000	0.828529	277
tv	230	63250	0.829118	277
tv	230	63500	0.827647	277
tv	230	63750	0.838235	277
tv	230	64000	0.830588	277
tv	230	64250	0.832647	277
tv	230	64500	0.827941	277
tv	230	64750	0.830882	277
tv	230	65000	0.832941	277
tv	230	65250	0.827941	277
tv	230	65500	0.835882	277
tv	230	65750	0.832059	277
tv	230	66000	0.830294	277
tv	230	66250	0.830588	277
tv	230	66500	0.837059	277
tv	230	66750	0.831765	277
tv	230	67000	0.826471	277
tv	230	67250	0.832059	277
tv	230	67500	0.830588	277
tv	230	67750	0.825588	277
tv	230	68000	0.819412	277
tv	230	68250	0.812059	277
tv	230	68500	0.832647	277
tv	230	68750	0.809412	277
tv	230	69000	0.83	277
tv	230	69250	0.825	277
tv	230	69500	0.832353	277
tv	230	69750	0.834118	277
tv	230	70000	0.837647	277
tv	230	70250	0.831765	277
tv	230	70500	0.832059	277
tv	230	70750	0.833824	277
tv	230	71000	0.833235	277
tv	230	71250	0.839118	277
tv	230	71500	0.835588	277
tv	230	71750	0.835	277
tv	230	72000	0.836177	277
tv	230	72250	0.837647	277
tv	230	72500	0.837647	277
tv	230	72750	0.831471	277
tv	230	73000	0.825	277
tv	230	73250	0.835	277
tv	230	73500	0.832353	277
tv	230	73750	0.825882	277
tv	230	74000	0.830294	277
tv	230	74250	0.837059	277
tv	230	74500	0.814706	277
tv	230	74750	0.835	277
tv	230	75000	0.835882	277
tv	230	0	0.537692	137
tv	230	250	0.464231	137
tv	230	500	0.461154	137
tv	230	750	0.469615	137
tv	230	1000	0.523077	137
tv	230	1250	0.545769	137
tv	230	1500	0.561154	137
tv	230	1750	0.631923	137
tv	230	2000	0.608846	137
tv	230	2250	0.706154	137
tv	230	2500	0.674231	137
tv	230	2750	0.693846	137
tv	230	3000	0.761923	137
tv	230	3250	0.718077	137
tv	230	3500	0.791538	137
tv	230	3750	0.765385	137
tv	230	4000	0.778846	137
tv	230	4250	0.794231	137
tv	230	4500	0.781154	137
tv	230	4750	0.815385	137
tv	230	5000	0.8	137
tv	230	5250	0.800769	137
tv	230	5500	0.803462	137
tv	230	5750	0.822692	137
tv	230	6000	0.816538	137
tv	230	6250	0.829231	137
tv	230	6500	0.817308	137
tv	230	6750	0.818077	137
tv	230	7000	0.835769	137
tv	230	7250	0.822308	137
tv	230	7500	0.84	137
tv	230	7750	0.824231	137
tv	230	8000	0.819615	137
tv	230	8250	0.833846	137
tv	230	8500	0.820769	137
tv	230	8750	0.838462	137
tv	230	9000	0.830769	137
tv	230	9250	0.830385	137
tv	230	9500	0.841923	137
tv	230	9750	0.833846	137
tv	230	10000	0.835769	137
tv	230	10250	0.833077	137
tv	230	10500	0.832308	137
tv	230	10750	0.837308	137
tv	230	11000	0.832692	137
tv	230	11250	0.835	137
tv	230	11500	0.845769	137
tv	230	11750	0.835769	137
tv	230	12000	0.832308	137
tv	230	12250	0.842692	137
tv	230	12500	0.822308	137
tv	230	12750	0.841923	137
tv	230	13000	0.848462	137
tv	230	13250	0.835	137
tv	230	13500	0.848846	137
tv	230	13750	0.848462	137
tv	230	14000	0.831538	137
tv	230	14250	0.833846	137
tv	230	14500	0.833077	137
tv	230	14750	0.835	137
tv	230	15000	0.841154	137
tv	230	15250	0.837692	137
tv	230	15500	0.849231	137
tv	230	15750	0.836154	137
tv	230	16000	0.823077	137
tv	230	16250	0.848846	137
tv	230	16500	0.835	137
tv	230	16750	0.845	137
tv	230	17000	0.844616	137
tv	230	17250	0.836539	137
tv	230	17500	0.849615	137
tv	230	17750	0.85	137
tv	230	18000	0.828846	137
tv	230	18250	0.831923	137
tv	230	18500	0.832308	137
tv	230	18750	0.834231	137
tv	230	19000	0.843077	137
tv	230	19250	0.846923	137
tv	230	19500	0.852308	137
tv	230	19750	0.847308	137
tv	230	20000	0.832308	137
tv	230	20250	0.848077	137
tv	230	20500	0.837308	137
tv	230	20750	0.855	137
tv	230	21000	0.845385	137
tv	230	21250	0.830769	137
tv	230	21500	0.844615	137
tv	230	21750	0.847308	137
tv	230	22000	0.836538	137
tv	230	22250	0.833846	137
tv	230	22500	0.84	137
tv	230	22750	0.835769	137
tv	230	23000	0.835769	137
tv	230	23250	0.844231	137
tv	230	23500	0.846538	137
tv	230	23750	0.850769	137
tv	230	24000	0.838462	137
tv	230	24250	0.854231	137
tv	230	24500	0.847692	137
tv	230	24750	0.853846	137
tv	230	25000	0.840769	137
tv	230	25250	0.84	137
tv	230	25500	0.851154	137
tv	230	25750	0.833462	137
tv	230	26000	0.838462	137
tv	230	26250	0.830769	137
tv	230	26500	0.845	137
tv	230	26750	0.834615	137
tv	230	27000	0.828077	137
tv	230	27250	0.848077	137
tv	230	27500	0.851154	137
tv	230	27750	0.845	137
tv	230	28000	0.827308	137
tv	230	28250	0.852692	137
tv	230	28500	0.84	137
tv	230	28750	0.856154	137
tv	230	29000	0.848077	137
tv	230	29250	0.849615	137
tv	230	29500	0.833846	137
tv	230	29750	0.839615	137
tv	230	30000	0.833462	137
tv	230	30250	0.844615	137
tv	230	30500	0.844231	137
tv	230	30750	0.848846	137
tv	230	31000	0.846538	137
tv	230	31250	0.841154	137
tv	230	31500	0.848462	137
tv	230	31750	0.85	137
tv	230	32000	0.829615	137
tv	230	32250	0.856154	137
tv	230	32500	0.858077	137
tv	230	32750	0.855769	137
tv	230	33000	0.846923	137
tv	230	33250	0.829231	137
tv	230	33500	0.843462	137
tv	230	33750	0.836154	137
tv	230	34000	0.836923	137
tv	230	34250	0.835	137
tv	230	34500	0.839231	137
tv	230	34750	0.843462	137
tv	230	35000	0.846154	137
tv	230	35250	0.834615	137
tv	230	35500	0.847308	137
tv	230	35750	0.840385	137
tv	230	36000	0.826154	137
tv	230	36250	0.858077	137
tv	230	36500	0.858846	137
tv	230	36750	0.854616	137
tv	230	37000	0.837692	137
tv	230	37250	0.846923	137
tv	230	37500	0.835769	137
tv	230	37750	0.835385	137
tv	230	38000	0.831923	137
tv	230	38250	0.833462	137
tv	230	38500	0.845385	137
tv	230	38750	0.847692	137
tv	230	39000	0.843462	137
tv	230	39250	0.859615	137
tv	230	39500	0.853462	137
tv	230	39750	0.846923	137
tv	230	40000	0.833846	137
tv	230	40250	0.855	137
tv	230	40500	0.848846	137
tv	230	40750	0.86	137
tv	230	41000	0.852308	137
tv	230	41250	0.836154	137
tv	230	41500	0.842308	137
tv	230	41750	0.834231	137
tv	230	42000	0.834615	137
tv	230	42250	0.841923	137
tv	230	42500	0.845	137
tv	230	42750	0.844231	137
tv	230	43000	0.856154	137
tv	230	43250	0.858461	137
tv	230	43500	0.858077	137
tv	230	43750	0.855385	137
tv	230	44000	0.828077	137
tv	230	44250	0.860385	137
tv	230	44500	0.852692	137
tv	230	44750	0.854615	137
tv	230	45000	0.832692	137
tv	230	45250	0.839231	137
tv	230	45500	0.828846	137
tv	230	45750	0.835	137
tv	230	46000	0.852308	137
tv	230	46250	0.844615	137
tv	230	46500	0.849615	137
tv	230	46750	0.853846	137
tv	230	47000	0.851923	137
tv	230	47250	0.856539	137
tv	230	47500	0.857308	137
tv	230	47750	0.856923	137
tv	230	48000	0.847308	137
tv	230	48250	0.861923	137
tv	230	48500	0.837692	137
tv	230	48750	0.839615	137
tv	230	49000	0.833846	137
tv	230	49250	0.841154	137
tv	230	49500	0.852308	137
tv	230	49750	0.843077	137
tv	230	50000	0.853846	137
tv	230	50250	0.855385	137
tv	230	50500	0.856539	137
tv	230	50750	0.854231	137
tv	230	51000	0.858461	137
tv	230	51250	0.859615	137
tv	230	51500	0.861923	137
tv	230	51750	0.863462	137
tv	230	52000	0.855385	137
tv	230	52250	0.856154	137
tv	230	52500	0.838846	137
tv	230	52750	0.85	137
tv	230	53000	0.830769	137
tv	230	53250	0.818077	137
tv	230	53500	0.855	137
tv	230	53750	0.852692	137
tv	230	54000	0.847692	137
tv	230	54250	0.858846	137
tv	230	54500	0.859615	137
tv	230	54750	0.853462	137
tv	230	55000	0.862308	137
tv	230	55250	0.852692	137
tv	230	55500	0.853846	137
tv	230	55750	0.847308	137
tv	230	56000	0.829616	137
tv	230	56250	0.848077	137
tv	230	56500	0.844231	137
tv	230	56750	0.845	137
tv	230	57000	0.85	137
tv	230	57250	0.847308	137
tv	230	57500	0.855385	137
tv	230	57750	0.854231	137
tv	230	58000	0.858077	137
tv	230	58250	0.848077	137
tv	230	58500	0.859615	137
tv	230	58750	0.853077	137
tv	230	59000	0.859231	137
tv	230	59250	0.851154	137
tv	230	59500	0.853462	137
tv	230	59750	0.846154	137
tv	230	60000	0.809615	137
tv	230	60250	0.859231	137
tv	230	60500	0.849615	137
tv	230	60750	0.855769	137
tv	230	61000	0.843077	137
tv	230	61250	0.851538	137
tv	230	61500	0.857308	137
tv	230	61750	0.853462	137
tv	230	62000	0.85	137
tv	230	62250	0.856923	137
tv	230	62500	0.851539	137
tv	230	62750	0.836923	137
tv	230	63000	0.858077	137
tv	230	63250	0.854231	137
tv	230	63500	0.851538	137
tv	230	63750	0.848077	137
tv	230	64000	0.835385	137
tv	230	64250	0.841923	137
tv	230	64500	0.858077	137
tv	230	64750	0.856538	137
tv	230	65000	0.848462	137
tv	230	65250	0.851923	137
tv	230	65500	0.856923	137
tv	230	65750	0.859231	137
tv	230	66000	0.856154	137
tv	230	66250	0.856539	137
tv	230	66500	0.851538	137
tv	230	66750	0.843462	137
tv	230	67000	0.849231	137
tv	230	67250	0.853077	137
tv	230	67500	0.862692	137
tv	230	67750	0.843846	137
tv	230	68000	0.849615	137
tv	230	68250	0.855	137
tv	230	68500	0.854231	137
tv	230	68750	0.850385	137
tv	230	69000	0.859231	137
tv	230	69250	0.843846	137
tv	230	69500	0.848846	137
tv	230	69750	0.855	137
tv	230	70000	0.853462	137
tv	230	70250	0.853846	137
tv	230	70500	0.851539	137
tv	230	70750	0.843462	137
tv	230	71000	0.858846	137
tv	230	71250	0.848846	137
tv	230	71500	0.86	137
tv	230	71750	0.845	137
tv	230	72000	0.845	137
tv	230	72250	0.856538	137
tv	230	72500	0.855769	137
tv	230	72750	0.852308	137
tv	230	73000	0.860769	137
tv	230	73250	0.843846	137
tv	230	73500	0.841154	137
tv	230	73750	0.855385	137
tv	230	74000	0.852308	137
tv	230	74250	0.860385	137
tv	230	74500	0.846539	137
tv	230	74750	0.842692	137
tv	230	75000	0.856154	137
tv	57	0	0.386667	282
tv	57	250	0.678889	282
tv	57	500	0.74	282
tv	57	750	0.735556	282
tv	57	1000	0.751111	282
tv	57	1250	0.755556	282
tv	57	1500	0.743333	282
tv	57	1750	0.742222	282
tv	57	2000	0.748889	282
tv	57	2250	0.725556	282
tv	57	2500	0.734444	282
tv	57	2750	0.724444	282
tv	57	3000	0.73	282
tv	57	3250	0.737778	282
tv	57	3500	0.718889	282
tv	57	3750	0.733333	282
tv	57	4000	0.735556	282
tv	57	4250	0.74	282
tv	57	4500	0.745556	282
tv	57	4750	0.752222	282
tv	57	5000	0.772222	282
tv	57	5250	0.761111	282
tv	57	5500	0.767778	282
tv	57	5750	0.781111	282
tv	57	6000	0.783333	282
tv	57	6250	0.785556	282
tv	57	6500	0.784445	282
tv	57	6750	0.783333	282
tv	57	7000	0.777778	282
tv	57	7250	0.79	282
tv	57	7500	0.795556	282
tv	57	7750	0.788889	282
tv	57	8000	0.777778	282
tv	57	8250	0.78	282
tv	57	8500	0.785556	282
tv	57	8750	0.796667	282
tv	57	9000	0.786667	282
tv	57	9250	0.787778	282
tv	57	9500	0.796667	282
tv	57	9750	0.78	282
tv	57	10000	0.794444	282
tv	57	10250	0.796667	282
tv	57	10500	0.788889	282
tv	57	10750	0.79	282
tv	57	11000	0.788889	282
tv	57	11250	0.792222	282
tv	57	11500	0.798889	282
tv	57	11750	0.785556	282
tv	57	12000	0.792222	282
tv	57	12250	0.798889	282
tv	57	12500	0.785556	282
tv	57	12750	0.798889	282
tv	57	13000	0.797778	282
tv	57	13250	0.796667	282
tv	57	13500	0.795556	282
tv	57	13750	0.783333	282
tv	57	14000	0.791111	282
tv	57	14250	0.798889	282
tv	57	14500	0.787778	282
tv	57	14750	0.792222	282
tv	57	15000	0.794444	282
tv	57	15250	0.787778	282
tv	57	15500	0.797778	282
tv	57	15750	0.797778	282
tv	57	16000	0.791111	282
tv	57	16250	0.794444	282
tv	57	16500	0.786667	282
tv	57	16750	0.786667	282
tv	57	17000	0.8	282
tv	57	17250	0.791111	282
tv	57	17500	0.788889	282
tv	57	17750	0.795556	282
tv	57	18000	0.79	282
tv	57	18250	0.8	282
tv	57	18500	0.79	282
tv	57	18750	0.796667	282
tv	57	19000	0.787778	282
tv	57	19250	0.787778	282
tv	57	19500	0.791111	282
tv	57	19750	0.793333	282
tv	57	20000	0.793333	282
tv	57	20250	0.787778	282
tv	57	20500	0.8	282
tv	57	20750	0.786667	282
tv	57	21000	0.796667	282
tv	57	21250	0.8	282
tv	57	21500	0.795556	282
tv	57	21750	0.791111	282
tv	57	22000	0.794444	282
tv	57	22250	0.788889	282
tv	57	22500	0.8	282
tv	57	22750	0.793333	282
tv	57	23000	0.787778	282
tv	57	23250	0.801111	282
tv	57	23500	0.783333	282
tv	57	23750	0.801111	282
tv	57	24000	0.794444	282
tv	57	24250	0.786667	282
tv	57	24500	0.794444	282
tv	57	24750	0.79	282
tv	57	25000	0.792222	282
tv	57	25250	0.796667	282
tv	57	25500	0.795556	282
tv	57	25750	0.793333	282
tv	57	26000	0.798889	282
tv	57	26250	0.76	282
tv	57	26500	0.8	282
tv	57	26750	0.788889	282
tv	57	27000	0.787778	282
tv	57	27250	0.796667	282
tv	57	27500	0.79	282
tv	57	27750	0.793333	282
tv	57	28000	0.798889	282
tv	57	28250	0.771111	282
tv	57	28500	0.794444	282
tv	57	28750	0.8	282
tv	57	29000	0.78	282
tv	57	29250	0.801111	282
tv	57	29500	0.798889	282
tv	57	29750	0.788889	282
tv	57	30000	0.795555	282
tv	57	30250	0.785556	282
tv	57	30500	0.785556	282
tv	57	30750	0.795556	282
tv	57	31000	0.787778	282
tv	57	31250	0.793333	282
tv	57	31500	0.801111	282
tv	57	31750	0.788889	282
tv	57	32000	0.801111	282
tv	57	32250	0.801111	282
tv	57	32500	0.796667	282
tv	57	32750	0.795555	282
tv	57	33000	0.792222	282
tv	57	33250	0.787778	282
tv	57	33500	0.797778	282
tv	57	33750	0.794444	282
tv	57	34000	0.792222	282
tv	57	34250	0.801111	282
tv	57	34500	0.793333	282
tv	57	34750	0.801111	282
tv	57	35000	0.79	282
tv	57	35250	0.792222	282
tv	57	35500	0.782222	282
tv	57	35750	0.791111	282
tv	57	36000	0.792222	282
tv	57	36250	0.801111	282
tv	57	36500	0.797778	282
tv	57	36750	0.787778	282
tv	57	37000	0.797778	282
tv	57	37250	0.783333	282
tv	57	37500	0.795556	282
tv	57	37750	0.797778	282
tv	57	38000	0.797778	282
tv	57	38250	0.796667	282
tv	57	38500	0.793333	282
tv	57	38750	0.788889	282
tv	57	39000	0.802222	282
tv	57	39250	0.797778	282
tv	57	39500	0.79	282
tv	57	39750	0.754444	282
tv	57	40000	0.791111	282
tv	57	40250	0.792222	282
tv	57	40500	0.795556	282
tv	57	40750	0.793333	282
tv	57	41000	0.786667	282
tv	57	41250	0.791111	282
tv	57	41500	0.795556	282
tv	57	41750	0.803333	282
tv	57	42000	0.795556	282
tv	57	42250	0.791111	282
tv	57	42500	0.798889	282
tv	57	42750	0.786667	282
tv	57	43000	0.803333	282
tv	57	43250	0.804444	282
tv	57	43500	0.793333	282
tv	57	43750	0.79	282
tv	57	44000	0.79	282
tv	57	44250	0.791111	282
tv	57	44500	0.805556	282
tv	57	44750	0.798889	282
tv	57	45000	0.802222	282
tv	57	45250	0.792222	282
tv	57	45500	0.793333	282
tv	57	45750	0.797778	282
tv	57	46000	0.803333	282
tv	57	46250	0.798889	282
tv	57	46500	0.794445	282
tv	57	46750	0.79	282
tv	57	47000	0.788889	282
tv	57	47250	0.8	282
tv	57	47500	0.793333	282
tv	57	47750	0.79	282
tv	57	48000	0.795555	282
tv	57	48250	0.79	282
tv	57	48500	0.8	282
tv	57	48750	0.798889	282
tv	57	49000	0.797778	282
tv	57	49250	0.795556	282
tv	57	49500	0.794444	282
tv	57	49750	0.79	282
tv	57	50000	0.801111	282
tv	57	50250	0.793333	282
tv	57	50500	0.791111	282
tv	57	50750	0.762222	282
tv	57	51000	0.781111	282
tv	57	51250	0.8	282
tv	57	51500	0.793333	282
tv	57	51750	0.796667	282
tv	57	52000	0.793333	282
tv	57	52250	0.79	282
tv	57	52500	0.787778	282
tv	57	52750	0.802222	282
tv	57	53000	0.791111	282
tv	57	53250	0.785556	282
tv	57	53500	0.786667	282
tv	57	53750	0.788889	282
tv	57	54000	0.805556	282
tv	57	54250	0.797778	282
tv	57	54500	0.796667	282
tv	57	54750	0.794444	282
tv	57	55000	0.797778	282
tv	57	55250	0.791111	282
tv	57	55500	0.8	282
tv	57	55750	0.793333	282
tv	57	56000	0.793333	282
tv	57	56250	0.8	282
tv	57	56500	0.787778	282
tv	57	56750	0.801111	282
tv	57	57000	0.805556	282
tv	57	57250	0.798889	282
tv	57	57500	0.795556	282
tv	57	57750	0.79	282
tv	57	58000	0.794444	282
tv	57	58250	0.802222	282
tv	57	58500	0.793333	282
tv	57	58750	0.794444	282
tv	57	59000	0.793333	282
tv	57	59250	0.786667	282
tv	57	59500	0.797778	282
tv	57	59750	0.8	282
tv	57	60000	0.798889	282
tv	57	60250	0.792222	282
tv	57	60500	0.784444	282
tv	57	60750	0.785556	282
tv	57	61000	0.793333	282
tv	57	61250	0.781111	282
tv	57	61500	0.785556	282
tv	57	61750	0.794444	282
tv	57	62000	0.781111	282
tv	57	62250	0.795556	282
tv	57	62500	0.792222	282
tv	57	62750	0.792222	282
tv	57	63000	0.784445	282
tv	57	63250	0.785556	282
tv	57	63500	0.784445	282
tv	57	63750	0.794445	282
tv	57	64000	0.79	282
tv	57	64250	0.786667	282
tv	57	64500	0.801111	282
tv	57	64750	0.783333	282
tv	57	65000	0.8	282
tv	57	65250	0.797778	282
tv	57	65500	0.791111	282
tv	57	65750	0.792222	282
tv	57	66000	0.786667	282
tv	57	66250	0.79	282
tv	57	66500	0.8	282
tv	57	66750	0.768889	282
tv	57	67000	0.786667	282
tv	57	67250	0.794444	282
tv	57	67500	0.78	282
tv	57	67750	0.794444	282
tv	57	68000	0.792222	282
tv	57	68250	0.793333	282
tv	57	68500	0.788889	282
tv	57	68750	0.792222	282
tv	57	69000	0.787778	282
tv	57	69250	0.801111	282
tv	57	69500	0.791111	282
tv	57	69750	0.788889	282
tv	57	70000	0.8	282
tv	57	70250	0.785556	282
tv	57	70500	0.794444	282
tv	57	70750	0.797778	282
tv	57	71000	0.792222	282
tv	57	71250	0.787778	282
tv	57	71500	0.781111	282
tv	57	71750	0.791111	282
tv	57	72000	0.8	282
tv	57	72250	0.787778	282
tv	57	72500	0.792222	282
tv	57	72750	0.802222	282
tv	57	73000	0.79	282
tv	57	73250	0.801111	282
tv	57	73500	0.8	282
tv	57	73750	0.8	282
tv	57	74000	0.8	282
tv	57	74250	0.794444	282
tv	57	74500	0.792222	282
tv	57	74750	0.795556	282
tv	57	75000	0.785556	282
tv	1440	0	0.528264	725
tv	1440	250	0.605413	725
tv	1440	500	0.621487	725
tv	1440	750	0.624546	725
tv	1440	1000	0.644669	725
tv	1440	1250	0.650578	725
tv	1440	1500	0.661653	725
tv	1440	1750	0.673595	725
tv	1440	2000	0.671198	725
tv	1440	2250	0.698885	725
tv	1440	2500	0.706653	725
tv	1440	2750	0.700578	725
tv	1440	3000	0.723182	725
tv	1440	3250	0.721529	725
tv	1440	3500	0.727273	725
tv	1440	3750	0.737438	725
tv	1440	4000	0.736198	725
tv	1440	4250	0.748099	725
tv	1440	4500	0.749008	725
tv	1440	4750	0.749794	725
tv	1440	5000	0.753843	725
tv	1440	5250	0.765372	725
tv	1440	5500	0.766322	725
tv	1440	5750	0.75843	725
tv	1440	6000	0.764628	725
tv	1440	6250	0.772727	725
tv	1440	6500	0.770661	725
tv	1440	6750	0.77624	725
tv	1440	7000	0.773512	725
tv	1440	7250	0.780578	725
tv	1440	7500	0.781075	725
tv	1440	7750	0.78657	725
tv	1440	8000	0.786115	725
tv	1440	8250	0.78905	725
tv	1440	8500	0.779793	725
tv	1440	8750	0.791984	725
tv	1440	9000	0.797603	725
tv	1440	9250	0.798141	725
tv	1440	9500	0.800248	725
tv	1440	9750	0.797521	725
tv	1440	10000	0.80062	725
tv	1440	10250	0.805785	725
tv	1440	10500	0.801653	725
tv	1440	10750	0.797769	725
tv	1440	11000	0.808182	725
tv	1440	11250	0.80938	725
tv	1440	11500	0.798595	725
tv	1440	11750	0.81124	725
tv	1440	12000	0.80967	725
tv	1440	12250	0.80781	725
tv	1440	12500	0.813223	725
tv	1440	12750	0.815826	725
tv	1440	13000	0.806818	725
tv	1440	13250	0.812934	725
tv	1440	13500	0.816529	725
tv	1440	13750	0.812645	725
tv	1440	14000	0.81781	725
tv	1440	14250	0.819587	725
tv	1440	14500	0.818347	725
tv	1440	14750	0.820042	725
tv	1440	15000	0.821818	725
tv	1440	15250	0.821942	725
tv	1440	15500	0.818182	725
tv	1440	15750	0.818967	725
tv	1440	16000	0.818017	725
tv	1440	16250	0.825124	725
tv	1440	16500	0.82219	725
tv	1440	16750	0.822603	725
tv	1440	17000	0.823058	725
tv	1440	17250	0.823595	725
tv	1440	17500	0.823141	725
tv	1440	17750	0.827273	725
tv	1440	18000	0.825785	725
tv	1440	18250	0.826694	725
tv	1440	18500	0.826612	725
tv	1440	18750	0.823678	725
tv	1440	19000	0.828636	725
tv	1440	19250	0.825868	725
tv	1440	19500	0.824008	725
tv	1440	19750	0.831778	725
tv	1440	20000	0.831281	725
tv	1440	20250	0.823884	725
tv	1440	20500	0.830992	725
tv	1440	20750	0.831818	725
tv	1440	21000	0.831777	725
tv	1440	21250	0.833554	725
tv	1440	21500	0.827273	725
tv	1440	21750	0.832273	725
tv	1440	22000	0.828595	725
tv	1440	22250	0.83	725
tv	1440	22500	0.835578	725
tv	1440	22750	0.833224	725
tv	1440	23000	0.836612	725
tv	1440	23250	0.831901	725
tv	1440	23500	0.835207	725
tv	1440	23750	0.83062	725
tv	1440	24000	0.837727	725
tv	1440	24250	0.838182	725
tv	1440	24500	0.830124	725
tv	1440	24750	0.834257	725
tv	1440	25000	0.837604	725
tv	1440	25250	0.840041	725
tv	1440	25500	0.839711	725
tv	1440	25750	0.838223	725
tv	1440	26000	0.841198	725
tv	1440	26250	0.84157	725
tv	1440	26500	0.837645	725
tv	1440	26750	0.842356	725
tv	1440	27000	0.841488	725
tv	1440	27250	0.839587	725
tv	1440	27500	0.842603	725
tv	1440	27750	0.842645	725
tv	1440	28000	0.842562	725
tv	1440	28250	0.840909	725
tv	1440	28500	0.844587	725
tv	1440	28750	0.844339	725
tv	1440	29000	0.844297	725
tv	1440	29250	0.841447	725
tv	1440	29500	0.84405	725
tv	1440	29750	0.844256	725
tv	1440	30000	0.844008	725
tv	1440	30250	0.834256	725
tv	1440	30500	0.845579	725
tv	1440	30750	0.839959	725
tv	1440	31000	0.846322	725
tv	1440	31250	0.846818	725
tv	1440	31500	0.846199	725
tv	1440	31750	0.839215	725
tv	1440	32000	0.846446	725
tv	1440	32250	0.846075	725
tv	1440	32500	0.844215	725
tv	1440	32750	0.842438	725
tv	1440	33000	0.846199	725
tv	1440	33250	0.846777	725
tv	1440	33500	0.847397	725
tv	1440	33750	0.843058	725
tv	1440	34000	0.847851	725
tv	1440	34250	0.848471	725
tv	1440	34500	0.84748	725
tv	1440	34750	0.844959	725
tv	1440	35000	0.848058	725
tv	1440	35250	0.841901	725
tv	1440	35500	0.844174	725
tv	1440	35750	0.841653	725
tv	1440	36000	0.845289	725
tv	1440	36250	0.848554	725
tv	1440	36500	0.848926	725
tv	1440	36750	0.848554	725
tv	1440	37000	0.846612	725
tv	1440	37250	0.845827	725
tv	1440	37500	0.844794	725
tv	1440	37750	0.848223	725
tv	1440	38000	0.850455	725
tv	1440	38250	0.849669	725
tv	1440	38500	0.848595	725
tv	1440	38750	0.848761	725
tv	1440	39000	0.848678	725
tv	1440	39250	0.846488	725
tv	1440	39500	0.85	725
tv	1440	39750	0.849174	725
tv	1440	40000	0.849546	725
